MB214 Q0 305848278581387265 1 10.295075 2013-2014-baseline# TResult(id:305848278581387265, rsv:10.295075416564941, screen_name:cincottapeter, epoch:1361754886, text:@gallit_z Common Core is a U.S. thing.  Common standards for math and english/language arts.  We are in the middle of the transition now., followers_count:254, statuses_count:1465, lang:null, in_reply_to_status_id:305847516530884609, in_reply_to_user_id:183925841, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314309171250073601 1296 3.964598 2013-2014-baseline# TResult(id:314309171250073601, rsv:3.9645979404449463, screen_name:ken_bergeron, epoch:1363772120, text:Core and cardio before the sun rises, followers_count:95, statuses_count:896, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303001730315075585 1297 3.964598 2013-2014-baseline# TResult(id:303001730315075585, rsv:3.9645979404449463, screen_name:ayyy_holmes, epoch:1361076216, text:@AsmEllison your not even hard core though, followers_count:168, statuses_count:489, lang:null, in_reply_to_status_id:303001060644093952, in_reply_to_user_id:320849956, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312367246225846272 1298 3.964598 2013-2014-baseline# TResult(id:312367246225846272, rsv:3.9645979404449463, screen_name:AlanYupMorales, epoch:1363309129, text:@2Klaryssa watching" the core"... 🌍🌋, followers_count:156, statuses_count:1343, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299635130245455873 1299 3.964598 2013-2014-baseline# TResult(id:299635130245455873, rsv:3.9645979404449463, screen_name:Puric1995, epoch:1360273556, text:http://t.co/pYgEAx2b THL W5 Dual Core MTK6577, followers_count:6, statuses_count:44, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309124533338652675 1300 3.964598 2013-2014-baseline# TResult(id:309124533338652675, rsv:3.9645979404449463, screen_name:stafanator, epoch:1362536006, text:Fucking graviton cores!!!, followers_count:98, statuses_count:5899, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 297390619788201984 1301 3.964598 2013-2014-baseline# TResult(id:297390619788201984, rsv:3.9645979404449463, screen_name:k19rozz92, epoch:1359738423, text:Strength core class... #PainandGain #ActiveIU, followers_count:95, statuses_count:452, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313859743166918656 1302 3.964598 2013-2014-baseline# TResult(id:313859743166918656, rsv:3.9645979404449463, screen_name:MarshaPeplinsk6, epoch:1363664968, text:Four Seasons 94594 Heater Core:  http://t.co/tyFPWq4FSO, followers_count:32, statuses_count:223498, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314476016443748352 1303 3.964598 2013-2014-baseline# TResult(id:314476016443748352, rsv:3.9645979404449463, screen_name:Inferno_Raphael, epoch:1363811899, text:Roblox Core Hack: http://t.co/D0bR02Qddv via @youtube, followers_count:52, statuses_count:17, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 315861353103519744 1304 3.964598 2013-2014-baseline# TResult(id:315861353103519744, rsv:3.9645979404449463, screen_name:PabloLeon_, epoch:1364142189, text:Skeleton Core Watch http://t.co/pIvLRCdveH via @thefancy, followers_count:182, statuses_count:1386, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302797002138333184 1305 3.964598 2013-2014-baseline# TResult(id:302797002138333184, rsv:3.9645979404449463, screen_name:jose_manadan, epoch:1361027405, text:Might join core next year. #TwoElectives, followers_count:112, statuses_count:1156, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309071211139321857 1306 3.964598 2013-2014-baseline# TResult(id:309071211139321857, rsv:3.9645979404449463, screen_name:SabbyLove_, epoch:1362523293, text:Gonna sleep during core :), followers_count:1402, statuses_count:26760, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308782001320763394 1307 3.964598 2013-2014-baseline# TResult(id:308782001320763394, rsv:3.9645979404449463, screen_name:donpmft, epoch:1362454340, text:@j_rOxxz core is the worst class ever, followers_count:212, statuses_count:6829, lang:null, in_reply_to_status_id:308780224894615552, in_reply_to_user_id:213870197, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 316325268304322560 1308 3.964598 2013-2014-baseline# TResult(id:316325268304322560, rsv:3.9645979404449463, screen_name:LauraEMueller, epoch:1364252795, text:Draft #ottmetaconsult core values: http://t.co/mQPo1Eamoz, followers_count:637, statuses_count:4387, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299153729008054272 1309 3.964598 2013-2014-baseline# TResult(id:299153729008054272, rsv:3.9645979404449463, screen_name:That_SweetGuy, epoch:1360158781, text:I'm hard core candy store., followers_count:112, statuses_count:5285, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302961011986681857 1310 3.964598 2013-2014-baseline# TResult(id:302961011986681857, rsv:3.9645979404449463, screen_name:Lauren_Hoch96, epoch:1361066508, text:Becoming a hard core neon treea fan, followers_count:348, statuses_count:1788, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313203531723194368 1311 3.964598 2013-2014-baseline# TResult(id:313203531723194368, rsv:3.9645979404449463, screen_name:ItsDisneyBitchh, epoch:1363508515, text:@ellocharls im offended to my inner core, followers_count:83, statuses_count:185, lang:null, in_reply_to_status_id:313067896593055745, in_reply_to_user_id:210533275, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303184388047372289 1312 3.964598 2013-2014-baseline# TResult(id:303184388047372289, rsv:3.9645979404449463, screen_name:Precious_Faithx, epoch:1361119765, text:@trixterswag Crust+Mantle+Core=3in1 hahahah, followers_count:169, statuses_count:6606, lang:null, in_reply_to_status_id:303184188939591680, in_reply_to_user_id:133730952, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302024222602051584 1313 3.964598 2013-2014-baseline# TResult(id:302024222602051584, rsv:3.9645979404449463, screen_name:sexxjemi, epoch:1360843160, text:DELS, TENHA PENA DO MEU CORE, followers_count:1043, statuses_count:2769, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299619095412871168 1314 3.964598 2013-2014-baseline# TResult(id:299619095412871168, rsv:3.9645979404449463, screen_name:MaddyMine, epoch:1360269733, text:Hard core cup stacking right now, followers_count:153, statuses_count:3917, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307156381339897857 1315 3.964598 2013-2014-baseline# TResult(id:307156381339897857, rsv:3.9645979404449463, screen_name:lozzaade, epoch:1362066762, text:Pissed off to the core now, followers_count:157, statuses_count:1278, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314885581853323264 1316 3.964598 2013-2014-baseline# TResult(id:314885581853323264, rsv:3.9645979404449463, screen_name:Cyan1137, epoch:1363909547, text:@honeyg_honey Rotten to the core!, followers_count:613, statuses_count:12673, lang:null, in_reply_to_status_id:314885075764396033, in_reply_to_user_id:1146028218, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314882591301976064 1317 3.964598 2013-2014-baseline# TResult(id:314882591301976064, rsv:3.9645979404449463, screen_name:Jarred_Hageman, epoch:1363908834, text:@hiram_mat Dual Core, 3gigs RAM..., followers_count:733, statuses_count:8062, lang:null, in_reply_to_status_id:314880827953647617, in_reply_to_user_id:48073031, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306289217376485376 1318 3.964598 2013-2014-baseline# TResult(id:306289217376485376, rsv:3.9645979404449463, screen_name:KayleneNewey, epoch:1361860014, text:Proform Core Tech Pilates Reformer http://t.co/MZKKiwoyEV, followers_count:441, statuses_count:436, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299877141594644480 1319 3.964598 2013-2014-baseline# TResult(id:299877141594644480, rsv:3.9645979404449463, screen_name:kmohnsy9, epoch:1360331256, text:Scrubbing hard core today. #tired, followers_count:233, statuses_count:1949, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310765705756823552 1320 3.964598 2013-2014-baseline# TResult(id:310765705756823552, rsv:3.9645979404449463, screen_name:ddabongbbuing_, epoch:1362927292, text:i hate tests to the core, followers_count:202, statuses_count:14544, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312443674829131777 1321 3.964598 2013-2014-baseline# TResult(id:312443674829131777, rsv:3.9645979404449463, screen_name:TayWils17, epoch:1363327351, text:On my D hard core tonight, followers_count:360, statuses_count:22099, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311339524326305793 1322 3.964598 2013-2014-baseline# TResult(id:311339524326305793, rsv:3.9645979404449463, screen_name:sherman_92, epoch:1363064101, text:TIME WARP FROM MOTHERSHIP CORE OMG, followers_count:250, statuses_count:15581, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312452898116222976 1323 3.964598 2013-2014-baseline# TResult(id:312452898116222976, rsv:3.9645979404449463, screen_name:BahiaJesse, epoch:1363329550, text:northern born mimd rotten to the core, followers_count:135, statuses_count:708, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303581160833953792 1324 3.964598 2013-2014-baseline# TResult(id:303581160833953792, rsv:3.9645979404449463, screen_name:aroundjoy, epoch:1361214363, text:HARD CORE HOOPERS at UTA http://t.co/cjVfdSig, followers_count:105, statuses_count:2958, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 297788466274639872 1325 3.964598 2013-2014-baseline# TResult(id:297788466274639872, rsv:3.9645979404449463, screen_name:hiredman_, epoch:1359833277, text:https://t.co/ydDjAEvo searching jira with core.logic, followers_count:77, statuses_count:751, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 297486883250896896 1326 3.964598 2013-2014-baseline# TResult(id:297486883250896896, rsv:3.9645979404449463, screen_name:JotaseJota, epoch:1359761374, text:We Need Diamonds Tour in Core 8, followers_count:349, statuses_count:37540, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 316056367280562177 1327 3.964598 2013-2014-baseline# TResult(id:316056367280562177, rsv:3.9645979404449463, screen_name:RoverSyndrome, epoch:1364188684, text:Hard core lurking on fb 😏, followers_count:243, statuses_count:18318, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309702290347003905 1328 3.964598 2013-2014-baseline# TResult(id:309702290347003905, rsv:3.9645979404449463, screen_name:Swaqq_Muffin, epoch:1362673754, text:Fresh pineapple cored but not cut, followers_count:406, statuses_count:14819, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299564233954295808 1329 3.964598 2013-2014-baseline# TResult(id:299564233954295808, rsv:3.9645979404449463, screen_name:vexedpanther, epoch:1360256653, text:Core games smash Ubisoft sales expectations http://t.co/7z7B7SOi, followers_count:44, statuses_count:3143, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303248456049369088 1330 3.964598 2013-2014-baseline# TResult(id:303248456049369088, rsv:3.9645979404449463, screen_name:LilCookieJunior, epoch:1361135040, text:I hate English coursework to my core, followers_count:694, statuses_count:3739, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 298509060309917696 1331 3.964598 2013-2014-baseline# TResult(id:298509060309917696, rsv:3.9645979404449463, screen_name:JMariye, epoch:1360005080, text:@DrakosAmatras Diabolical to the core. XD, followers_count:436, statuses_count:7031, lang:en, in_reply_to_status_id:298508265170563072, in_reply_to_user_id:328759570, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 298825063342432256 1332 3.964598 2013-2014-baseline# TResult(id:298825063342432256, rsv:3.9645979404449463, screen_name:EvrybodyKnowBri, epoch:1360080421, text:@Damejones_CTE shit hurt to the fucking core, followers_count:936, statuses_count:50823, lang:en, in_reply_to_status_id:298824942793936896, in_reply_to_user_id:237331585, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311974181237583872 1333 3.964598 2013-2014-baseline# TResult(id:311974181237583872, rsv:3.9645979404449463, screen_name:Vinceyboy28, epoch:1363215415, text:Core is shot. Stretching hurts, followers_count:124, statuses_count:389, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312882197705129985 1334 3.964598 2013-2014-baseline# TResult(id:312882197705129985, rsv:3.9645979404449463, screen_name:camila_mikaely1, epoch:1363431903, text:varias cores selebando dia locooooooooooooo #webcamtoy http://t.co/0pcMTom2fS, followers_count:392, statuses_count:200, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311159202808741888 1335 3.964598 2013-2014-baseline# TResult(id:311159202808741888, rsv:3.9645979404449463, screen_name:romancingjihye, epoch:1363021109, text:Core Humanities recitation is the worst., followers_count:274, statuses_count:7839, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310594020344729600 1336 3.964598 2013-2014-baseline# TResult(id:310594020344729600, rsv:3.9645979404449463, screen_name:Belen60_, epoch:1362886359, text:That's some hard core shit., followers_count:150, statuses_count:1712, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310587980542799872 1337 3.964598 2013-2014-baseline# TResult(id:310587980542799872, rsv:3.9645979404449463, screen_name:KenzieLee9, epoch:1362884919, text:I am h to the core @vanessaius, followers_count:141, statuses_count:343, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300413257515143168 1338 3.964598 2013-2014-baseline# TResult(id:300413257515143168, rsv:3.9645979404449463, screen_name:VintageKeane, epoch:1360459076, text:Work the core for the whores, followers_count:277, statuses_count:4089, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304060112568471553 1339 3.964598 2013-2014-baseline# TResult(id:304060112568471553, rsv:3.9645979404449463, screen_name:Cgonzalez_16, epoch:1361328554, text:Real nigga to the core!, followers_count:527, statuses_count:24521, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300687904760557570 1340 3.964598 2013-2014-baseline# TResult(id:300687904760557570, rsv:3.9645979404449463, screen_name:owais26150269, epoch:1360524557, text:Four Seasons 94780 Heater Core:  http://t.co/fpyAbAlH, followers_count:74, statuses_count:251080, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300220017570639872 1341 3.964598 2013-2014-baseline# TResult(id:300220017570639872, rsv:3.9645979404449463, screen_name:JJSooYeon, epoch:1360413004, text:@Goh_Jialynn music core at vietnam de, followers_count:100, statuses_count:3598, lang:null, in_reply_to_status_id:300219918845095936, in_reply_to_user_id:188201090, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308015555166748672 1342 3.964598 2013-2014-baseline# TResult(id:308015555166748672, rsv:3.9645979404449463, screen_name:BrisbaneFree, epoch:1362271605, text:Queen Size Foam Core Futon Matress http://t.co/rb6IPmkJqo, followers_count:23, statuses_count:7892, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302506886316564481 1343 3.964598 2013-2014-baseline# TResult(id:302506886316564481, rsv:3.9645979404449463, screen_name:Chloe_Haydenxx, epoch:1360958236, text:Skittles crazy cores, are so nice, followers_count:1599, statuses_count:2019, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308017211937792000 1344 3.964598 2013-2014-baseline# TResult(id:308017211937792000, rsv:3.9645979404449463, screen_name:taylor_tate, epoch:1362272000, text:Hard core crushin on the caterers 😳😉, followers_count:140, statuses_count:943, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305198715143065602 1345 3.964598 2013-2014-baseline# TResult(id:305198715143065602, rsv:3.9645979404449463, screen_name:ShaneCNeal1, epoch:1361600018, text:Hard Core with X days left http://t.co/uCBs6kTy9r, followers_count:50, statuses_count:1104, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305201403679371264 1346 3.964598 2013-2014-baseline# TResult(id:305201403679371264, rsv:3.9645979404449463, screen_name:bahaynes2009, epoch:1361600659, text:Jammin hard core! @HayleyWag11  @2010_jen @barbiewilson18, followers_count:370, statuses_count:694, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 298057170195447809 1347 3.964598 2013-2014-baseline# TResult(id:298057170195447809, rsv:3.9645979404449463, screen_name:jiwyeons, epoch:1359897341, text:Talent agency: Core Contents Media, followers_count:595, statuses_count:6506, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310792721273081856 1348 3.964598 2013-2014-baseline# TResult(id:310792721273081856, rsv:3.9645979404449463, screen_name:lauren_elainee, epoch:1362933733, text:man they are hard core dogging me, followers_count:582, statuses_count:16446, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 297804991845003265 1349 3.964598 2013-2014-baseline# TResult(id:297804991845003265, rsv:3.9645979404449463, screen_name:_outtabounds, epoch:1359837217, text:Leadership and core meeting at church 👍, followers_count:185, statuses_count:696, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313696333095645184 1350 3.964598 2013-2014-baseline# TResult(id:313696333095645184, rsv:3.9645979404449463, screen_name:JackieDiss, epoch:1363626008, text:Our Fabulous RaunchUK Workout Phwoar Core http://t.co/W8EAjxl6hn, followers_count:2742, statuses_count:5172, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300377454961360896 1351 3.964598 2013-2014-baseline# TResult(id:300377454961360896, rsv:3.9645979404449463, screen_name:8jackery8, epoch:1360450540, text:@c_hol97 core of the earth?, followers_count:368, statuses_count:7719, lang:null, in_reply_to_status_id:300377213419798528, in_reply_to_user_id:331784298, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 315950444344143873 1352 3.964598 2013-2014-baseline# TResult(id:315950444344143873, rsv:3.9645979404449463, screen_name:jesss_dyer, epoch:1364163430, text:GORN MUM hard core bitch http://t.co/gNLmLzH3QF, followers_count:334, statuses_count:4948, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305138002575904769 1353 3.964598 2013-2014-baseline# TResult(id:305138002575904769, rsv:3.9645979404449463, screen_name:inkarles, epoch:1361585543, text:music core at 4pm kst~, followers_count:191, statuses_count:19309, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 301839358623879168 1354 3.964598 2013-2014-baseline# TResult(id:301839358623879168, rsv:3.9645979404449463, screen_name:ChrisXZERO, epoch:1360799085, text:Ima real nigga to the core, followers_count:124, statuses_count:899, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 301830416371965952 1355 3.964598 2013-2014-baseline# TResult(id:301830416371965952, rsv:3.9645979404449463, screen_name:amags161, epoch:1360796953, text:@ldurkin33 hahaha hard core bonding sesh, followers_count:243, statuses_count:2158, lang:null, in_reply_to_status_id:301824331401551872, in_reply_to_user_id:911018143, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314808704459485184 1356 3.964598 2013-2014-baseline# TResult(id:314808704459485184, rsv:3.9645979404449463, screen_name:WowEnchancers, epoch:1363891218, text:@justinbieber ur creepin hard core aren’t you, followers_count:897, statuses_count:11480, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305353505911218176 1357 3.964598 2013-2014-baseline# TResult(id:305353505911218176, rsv:3.9645979404449463, screen_name:xxNiall_Nandos, epoch:1361636923, text:bus monitor hates me to the core, followers_count:1091, statuses_count:4351, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305112945807982592 1358 3.964598 2013-2014-baseline# TResult(id:305112945807982592, rsv:3.9645979404449463, screen_name:tagenlegnani, epoch:1361579569, text:Hard core kill confirmed + peacekeeper, followers_count:92, statuses_count:2050, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307180997735243776 1359 3.964598 2013-2014-baseline# TResult(id:307180997735243776, rsv:3.9645979404449463, screen_name:BirajPaul, epoch:1362072631, text:@EddzIbra resits for core are already happening, followers_count:103, statuses_count:5164, lang:null, in_reply_to_status_id:307180502245310464, in_reply_to_user_id:69633185, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302779625124290561 1360 3.964598 2013-2014-baseline# TResult(id:302779625124290561, rsv:3.9645979404449463, screen_name:hankthepigeon_, epoch:1361023262, text:ansabe ng core of my being, followers_count:1270, statuses_count:38508, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303197696557187075 1361 3.963351 2013-2014-baseline# TResult(id:303197696557187075, rsv:3.963350772857666, screen_name:inf8nite, epoch:1361122938, text:Keep that lean up in my core., followers_count:90, statuses_count:7387, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309048545145671682 1362 3.963351 2013-2014-baseline# TResult(id:309048545145671682, rsv:3.963350772857666, screen_name:KissMyLina, epoch:1362517889, text:Like a bullet your love hit me to the core, followers_count:407, statuses_count:35946, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313988617364189184 1363 3.963351 2013-2014-baseline# TResult(id:313988617364189184, rsv:3.963350772857666, screen_name:ColbiCat, epoch:1363695694, text:Outside core yoga this morning? Yes please, followers_count:125, statuses_count:31639, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313542460867497984 1364 3.963351 2013-2014-baseline# TResult(id:313542460867497984, rsv:3.963350772857666, screen_name:Lenoraxt84, epoch:1363589322, text:Heavy Duty Wet Core Bit Size:... http://t.co/if95nMzO1c, followers_count:0, statuses_count:200337, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302086348603531264 1365 3.963351 2013-2014-baseline# TResult(id:302086348603531264, rsv:3.963350772857666, screen_name:falecomtony, epoch:1360857972, text:Cores e contrastes... @ Glow Lounge http://t.co/jUZF6MAt, followers_count:422, statuses_count:39091, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309652571054800896 1366 3.963351 2013-2014-baseline# TResult(id:309652571054800896, rsv:3.963350772857666, screen_name:Make_Me_Proudxx, epoch:1362661900, text:Gonna continue watching ‘The Core‘ in science tomorrow., followers_count:563, statuses_count:5727, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305682226115399682 1367 3.963351 2013-2014-baseline# TResult(id:305682226115399682, rsv:3.963350772857666, screen_name:icharafaraby, epoch:1361715296, text:The core itu film tentang apa yaa?, followers_count:297, statuses_count:20434, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311574761857744896 1368 3.963351 2013-2014-baseline# TResult(id:311574761857744896, rsv:3.963350772857666, screen_name:christaconnerat, epoch:1363120186, text:@gfunkified What do you use for core work?, followers_count:896, statuses_count:4607, lang:null, in_reply_to_status_id:311570813243514881, in_reply_to_user_id:31460576, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302091704763310082 1369 3.963351 2013-2014-baseline# TResult(id:302091704763310082, rsv:3.963350772857666, screen_name:manusiahitam, epoch:1360859249, text:xdo masalah topek.haha.spread the core.lg asyukkk!haha, followers_count:438, statuses_count:12261, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302092195480092672 1370 3.963351 2013-2014-baseline# TResult(id:302092195480092672, rsv:3.963350772857666, screen_name:Krista_Harris_, epoch:1360859366, text:-- core 1000 now! Wooo! Xox, followers_count:223, statuses_count:615, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
