MB099 Q0 34643181832241154 1 5.818180 2011-2012-baseline# TResult(id:34643181832241154, rsv:5.818179607391357, screen_name:TrendsGoogle, epoch:1297094552, text:superbowl score by quarter, best superbowl commercials 2011, ...: superbowl score by quarter best superbowl commercials 2011 super bo..., followers_count:17, statuses_count:2655, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34317891583090688 2 5.162620 2011-2012-baseline# TResult(id:34317891583090688, rsv:5.162619590759277, screen_name:ChristineStfu, epoch:1297016997, text:Gonna shower then wait for the Superbowl to come on. I just wanna watch the commercials lol. Superbowl commercials are the best/funniest., followers_count:291, statuses_count:44634, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34474133018386433 643 2.590428 2011-2012-baseline# TResult(id:34474133018386433, rsv:2.590428113937378, screen_name:AlSmoove, epoch:1297054248, text:Bet dat !!! RT @MontyTheMack: Next year I believe my bday will be on Superbowl Sunday! so Superbowl/BDay/House warming party...who comin??, followers_count:330, statuses_count:5110, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34476232905068544 644 2.590428 2011-2012-baseline# TResult(id:34476232905068544, rsv:2.590428113937378, screen_name:RoseDarrell, epoch:1297054749, text:Thank God the superbowl is over. Only TV inmates should have is Discovery, History and Fox News. Superbowl is a pain in the ass for guards., followers_count:52, statuses_count:572, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34399224690905088 645 2.590428 2011-2012-baseline# TResult(id:34399224690905088, rsv:2.590428113937378, screen_name:trustMARQ, epoch:1297036388, text:LMAO! RT @djyoungvenom: this&gt; RT @JeanGreasy: See? The superbowl made you look at Kenny G. The superbowl hates you. Told you., followers_count:731, statuses_count:27855, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29315978462502913 646 2.590428 2011-2012-baseline# TResult(id:29315978462502913, rsv:2.590428113937378, screen_name:FSHNISTA, epoch:1295824448, text:I'm on the road, whos winning the game? did I miss the Jets game? Who's going to the Superbowl, when is the Superbowl? Ahh #CUTTHECAKE LOL, followers_count:1152, statuses_count:14266, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33221746345644032 647 2.590428 2011-2012-baseline# TResult(id:33221746345644032, rsv:2.590428113937378, screen_name:bc_blonde, epoch:1296755656, text:Only 3 more days til the SuperBowl! Whats green & yellow? Green & yellow? Green Bay Packers 2011 SuperBowl Champs!  That's what! \m/, followers_count:114, statuses_count:342, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33650380353048576 648 2.590428 2011-2012-baseline# TResult(id:33650380353048576, rsv:2.590428113937378, screen_name:ArielIAm, epoch:1296857850, text:Everybody talking about the superbowl..I only have one thing to Say; black And gold still in the Superbowl....go Steelers..no? Okay "/, followers_count:231, statuses_count:13578, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33342576442474496 649 2.590428 2011-2012-baseline# TResult(id:33342576442474496, rsv:2.590428113937378, screen_name:SpeedFrenzy, epoch:1296784464, text:My teacher asked "what's on Sunday?" And I shouted "Superbowl!", he meant the date. But then he wrote SUPERBOWL on the board. :), followers_count:641, statuses_count:43458, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33230808244289536 650 2.590428 2011-2012-baseline# TResult(id:33230808244289536, rsv:2.590428113937378, screen_name:scarlettcabaret, epoch:1296757816, text:Come to "SUPERBOWL PARTY" Sunday, February 6 from 6:00 pm to 9:00 pm. Come watch the Superbowl with full audio on... http://fb.me/ByYoCjd6, followers_count:241, statuses_count:800, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34254126586003456 651 2.581402 2011-2012-baseline# TResult(id:34254126586003456, rsv:2.5814015865325928, screen_name:VeronicaHustle, epoch:1297001794, text:Good Morning!!!!!! Superbowl!!!!!!!!! My TV will be on the NFL channel all day today until I leave out to watch Superbowl!!!!!!!!!!!, followers_count:77, statuses_count:16304, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34401909628473344 652 2.575727 2011-2012-baseline# TResult(id:34401909628473344, rsv:2.5757267475128174, screen_name:Caaasssaaandraa, epoch:1297037029, text:Doritos commercials beating budlight commercials boootaay., followers_count:92, statuses_count:4021, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34381459129106432 653 2.574480 2011-2012-baseline# TResult(id:34381459129106432, rsv:2.574479579925537, screen_name:U_N_Breakable, epoch:1297032153, text:Do these commercials count as #superbowl commercials?, followers_count:124, statuses_count:760, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34445293131022336 654 2.574480 2011-2012-baseline# TResult(id:34445293131022336, rsv:2.574479579925537, screen_name:earlfando, epoch:1297047372, text:FG instead. Commercials, what commercials? #superbowl #brandbowl, followers_count:379, statuses_count:9971, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34400381597384704 655 2.574480 2011-2012-baseline# TResult(id:34400381597384704, rsv:2.574479579925537, screen_name:SexcScorpio, epoch:1297036664, text:WTF this Bud Light commercial n chevy commercial is funny, followers_count:399, statuses_count:3120, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34404365682876416 656 2.574480 2011-2012-baseline# TResult(id:34404365682876416, rsv:2.574479579925537, screen_name:RayReallyRaw, epoch:1297037614, text:All of these new commercials are 5 million dollar commercials, followers_count:149, statuses_count:3512, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34408766355017729 657 2.574480 2011-2012-baseline# TResult(id:34408766355017729, rsv:2.574479579925537, screen_name:yuvannramiah, epoch:1297038663, text:LOL Canadian commercials &lt; American commercials :D, followers_count:180, statuses_count:6253, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34387650886500352 658 2.574480 2011-2012-baseline# TResult(id:34387650886500352, rsv:2.574479579925537, screen_name:Radio_Raheem54, epoch:1297033629, text:Mayhem Allstate commercials&gt; talking black guy commercials, followers_count:240, statuses_count:8820, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29307645571629056 659 2.574480 2011-2012-baseline# TResult(id:29307645571629056, rsv:2.574479579925537, screen_name:spencerconover, epoch:1295822461, text:Preview commercials for Super Bowl commercials!? #OnlyInAmerica, followers_count:205, statuses_count:1943, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 30081371795886080 660 2.572188 2011-2012-baseline# TResult(id:30081371795886080, rsv:2.572187662124634, screen_name:kaw11, epoch:1296006932, text:dvr #stateoftheunion cause i HATE commercials. i dvr everything unless its commercial free, followers_count:555, statuses_count:16592, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 32405802358673408 661 2.572188 2011-2012-baseline# TResult(id:32405802358673408, rsv:2.572187662124634, screen_name:MacLover2, epoch:1296561120, text:Macintosh News: 1984 Apple's Macintosh Commercial: A Single TV Commercial ... http://bit.ly/gCrxE5, followers_count:4054, statuses_count:13111, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33070299297619968 662 2.572188 2011-2012-baseline# TResult(id:33070299297619968, rsv:2.572187662124634, screen_name:EliseGongwer, epoch:1296719548, text:@J_Bowerman I've been seeing the commercials all day, I want it. Stupid commercials., followers_count:359, statuses_count:3464, lang:null, in_reply_to_status_id:33069434075611136, in_reply_to_user_id:144198549, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 32642458227580928 663 2.572188 2011-2012-baseline# TResult(id:32642458227580928, rsv:2.572187662124634, screen_name:jshavon91, epoch:1296617543, text:“@nikole0913: Speaking of commercials cant wait to see the #superbowl commercials”, followers_count:733, statuses_count:4536, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 30832797706887168 664 2.572188 2011-2012-baseline# TResult(id:30832797706887168, rsv:2.572187662124634, screen_name:He_A_Ton_19, epoch:1296186086, text:@jtusa2 that commercial was on during the first commercial break lol, followers_count:159, statuses_count:301, lang:null, in_reply_to_status_id:30832513505034240, in_reply_to_user_id:139318179, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34868596899315712 665 2.572188 2011-2012-baseline# TResult(id:34868596899315712, rsv:2.572187662124634, screen_name:UPROXX, epoch:1297148295, text:We Ranked Every Super Bowl XLV Commercial: We Ranked Every Super Bowl XLV Commercial http://bit.ly/fuVCJJ, followers_count:5500, statuses_count:2542, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34619841058967552 666 2.572188 2011-2012-baseline# TResult(id:34619841058967552, rsv:2.572187662124634, screen_name:ImSteveyUAint, epoch:1297088987, text:If that Chrysler commercial was Cadillac commercial, it would've been better., followers_count:202, statuses_count:8101, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34649212855517185 667 2.572188 2011-2012-baseline# TResult(id:34649212855517185, rsv:2.572187662124634, screen_name:drcharlierssfee, epoch:1297095990, text:Best Super Bowl Commercials: Faith Hill funny in TeleFlora commercial? http://bit.ly/g7XvKs, followers_count:25, statuses_count:49155, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34495991885471744 668 2.572188 2011-2012-baseline# TResult(id:34495991885471744, rsv:2.572187662124634, screen_name:katydidcards, epoch:1297059460, text:@UK_TO_K That commercial made Ed chuckle. Most of the commercials were pretty lame., followers_count:10, statuses_count:44, lang:null, in_reply_to_status_id:34427301143781376, in_reply_to_user_id:229178078, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34355911673774082 669 2.572188 2011-2012-baseline# TResult(id:34355911673774082, rsv:2.572187662124634, screen_name:ashleyrubi, epoch:1297026062, text:cant wait for #superbowl commercials haha maybe the only time I actually like watching commercials Xo, followers_count:217, statuses_count:10317, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34420150815952897 670 2.572188 2011-2012-baseline# TResult(id:34420150815952897, rsv:2.572187662124634, screen_name:OfficiallyCali, epoch:1297041378, text:So THIS is the commercial.... @RapUp Video: Eminem's Lipton Brisk Super Bowl Commercial http://tinyurl.com/4p7rvll, followers_count:16939, statuses_count:3279, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34421419370614784 671 2.572188 2011-2012-baseline# TResult(id:34421419370614784, rsv:2.572187662124634, screen_name:mattyboy247, epoch:1297041680, text:Intel commercial... PLEASE RT @philnickinson: Halftime show or Intel commercial?, followers_count:675, statuses_count:11784, lang:null, in_reply_to_status_id:34421294011260928, in_reply_to_user_id:14123154, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34442678645039104 672 2.572188 2011-2012-baseline# TResult(id:34442678645039104, rsv:2.572187662124634, screen_name:twelvethirtyone, epoch:1297046749, text:My Fav commercial of the night is the bridgestone commercial with the beaver, followers_count:159, statuses_count:5900, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34435688539627520 673 2.572188 2011-2012-baseline# TResult(id:34435688539627520, rsv:2.572187662124634, screen_name:Mi_amore_, epoch:1297045082, text:That chrysler commercial should win for best commercial of the super bowl, followers_count:221, statuses_count:5135, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34436424304435200 674 2.572188 2011-2012-baseline# TResult(id:34436424304435200, rsv:2.572187662124634, screen_name:wutangx500, epoch:1297045258, text:Super Bowl = funny commercials...oh wait THESE COMMERCIALS BLOW!!!, followers_count:21, statuses_count:53, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34439169665142784 675 2.572188 2011-2012-baseline# TResult(id:34439169665142784, rsv:2.572187662124634, screen_name:_ImSunnyAF, epoch:1297045912, text:These commercials lookinq like reqular , everyday commercials. Except Detroit's :), followers_count:660, statuses_count:7323, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34439695647641600 676 2.572188 2011-2012-baseline# TResult(id:34439695647641600, rsv:2.572187662124634, screen_name:YCougsRule, epoch:1297046037, text:Is it sad that the Dorito contest commercials are better than the Bud Light commercials?, followers_count:206, statuses_count:599, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34440310415171584 677 2.572188 2011-2012-baseline# TResult(id:34440310415171584, rsv:2.572187662124634, screen_name:SalMarinello, epoch:1297046184, text:Coke commercials; sentimental tripe. Pepsi Max commercials; offensively unfunny., followers_count:308, statuses_count:1755, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34429097203470336 678 2.572188 2011-2012-baseline# TResult(id:34429097203470336, rsv:2.572187662124634, screen_name:JustFrenchie, epoch:1297043511, text:gay commercials b!!!!! now these commercials have crossed the line..., followers_count:200, statuses_count:7707, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34431915637350400 679 2.572188 2011-2012-baseline# TResult(id:34431915637350400, rsv:2.572187662124634, screen_name:ChrisWCarterII, epoch:1297044183, text:Eminem commercial #2. Pretty good for a serious car commercial., followers_count:175, statuses_count:2572, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34431937452052480 680 2.572188 2011-2012-baseline# TResult(id:34431937452052480, rsv:2.572187662124634, screen_name:innovationisme, epoch:1297044188, text:Wait but in the last commercial he said he didn't do commercials. #confused, followers_count:87, statuses_count:1945, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34432229417426944 681 2.572188 2011-2012-baseline# TResult(id:34432229417426944, rsv:2.572187662124634, screen_name:jay1085, epoch:1297044257, text:@KCbandit hell no. Best commercial was the doritos commercial., followers_count:141, statuses_count:382, lang:null, in_reply_to_status_id:34431985359265792, in_reply_to_user_id:19298301, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34417104664928256 682 2.572188 2011-2012-baseline# TResult(id:34417104664928256, rsv:2.572187662124634, screen_name:tine_cms47, epoch:1297040651, text:This Menards commercial blew my mind! Gets my vote for best Super Bowl commercial!, followers_count:983, statuses_count:5738, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34398915029762048 683 2.572188 2011-2012-baseline# TResult(id:34398915029762048, rsv:2.572187662124634, screen_name:YoursTruly_Vy, epoch:1297036315, text:Yo!! That Doritos commercial was the funniest, gayest, commercial ever!, followers_count:326, statuses_count:23214, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34400405894991872 684 2.572188 2011-2012-baseline# TResult(id:34400405894991872, rsv:2.572187662124634, screen_name:LeslieAValentin, epoch:1297036670, text:LOVE the Pug and Doritos commercial & the Pepsi Max commercial!, followers_count:119, statuses_count:3921, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34402409690177536 685 2.572188 2011-2012-baseline# TResult(id:34402409690177536, rsv:2.572187662124634, screen_name:musicdlite, epoch:1297037148, text:That last Doritos  commercial got my vote so far  #funniest #superbowl  commercial, followers_count:230, statuses_count:7247, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34403905651609600 686 2.572188 2011-2012-baseline# TResult(id:34403905651609600, rsv:2.572187662124634, screen_name:InzaneAstylum, epoch:1297037504, text:Super bowl commercials bein wack. That eminem commercial was garbage no hate tho., followers_count:101, statuses_count:150, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34404557178019840 687 2.572188 2011-2012-baseline# TResult(id:34404557178019840, rsv:2.572187662124634, screen_name:tonyv619, epoch:1297037660, text:That eminem commercial was a huge #fail....absolutely stupid and pointless commercial.... #brandbowl, followers_count:188, statuses_count:7576, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34405217516650496 688 2.572188 2011-2012-baseline# TResult(id:34405217516650496, rsv:2.572187662124634, screen_name:einsteinonbeach, epoch:1297037817, text:By "this commercial" I meant, of course, the Bridgestone commercial., followers_count:153, statuses_count:7744, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396030338342912 689 2.572188 2011-2012-baseline# TResult(id:34396030338342912, rsv:2.572187662124634, screen_name:AllaGoldman, epoch:1297035627, text:Obvi RT @KellyAlysia Ok. Decidedly the @LivingSocial commercial &gt; @groupon commercial., followers_count:520, statuses_count:4759, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397583547830272 690 2.572188 2011-2012-baseline# TResult(id:34397583547830272, rsv:2.572187662124634, screen_name:fortuneforbes, epoch:1297035997, text:That Doritos commercial was hilarious, as was Kenny G in the Audi commercial, followers_count:137, statuses_count:11562, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34413352771911680 691 2.572188 2011-2012-baseline# TResult(id:34413352771911680, rsv:2.572187662124634, screen_name:Bobtastiik, epoch:1297039757, text:@ellegee47 the VW commercial, the bridgestone commercial .. two good ones, followers_count:321, statuses_count:13016, lang:null, in_reply_to_status_id:34413188501995521, in_reply_to_user_id:33970283, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34410028467228673 692 2.572188 2011-2012-baseline# TResult(id:34410028467228673, rsv:2.572187662124634, screen_name:nbw10, epoch:1297038964, text:VW commercial &gt; Kia commercial. Not by a long shot, though #brandbowl, followers_count:283, statuses_count:1533, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34661234154414080 693 2.572188 2011-2012-baseline# TResult(id:34661234154414080, rsv:2.572187662124634, screen_name:oskato, epoch:1297098856, text:Darth Vader Volkswagen commercial: Best 2011 Super Bowl commercials on YouTube http://exm.nr/dX9us9, followers_count:46861, statuses_count:1104, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34716771806093312 694 2.572188 2011-2012-baseline# TResult(id:34716771806093312, rsv:2.572187662124634, screen_name:CMendoza97, epoch:1297112098, text:I've decided that the Bridgestone commercial "Carma" was my favorite Super Bowl commercial http://bit.ly/eWpot5, followers_count:385, statuses_count:342, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34681201608359936 695 2.572188 2011-2012-baseline# TResult(id:34681201608359936, rsv:2.572187662124634, screen_name:Summerstarr882, epoch:1297103617, text:Best Commercial without question -- Volkswagen Commercial: The Force http://t.co/fZ205wt, followers_count:209, statuses_count:2099, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33993435765542913 696 2.572188 2011-2012-baseline# TResult(id:33993435765542913, rsv:2.572187662124634, screen_name:BusinessTips4U, epoch:1296939641, text:Purpose Of Commercial Kitchen Fire Investigation in Commercial Kitchen Operations http://bit.ly/g5lw2t, followers_count:0, statuses_count:6533, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29025748715044864 697 2.572188 2011-2012-baseline# TResult(id:29025748715044864, rsv:2.572187662124634, screen_name:BarbaraNixon, epoch:1295755252, text:I love how #Mayhem's butterfly bandage moves from commercial to commercial., followers_count:3601, statuses_count:40685, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 32248952527003648 698 2.572188 2011-2012-baseline# TResult(id:32248952527003648, rsv:2.572187662124634, screen_name:WhoSaysJonasx, epoch:1296523724, text:@grandeheart they go to commercials at the most stupid places i wish there was no commercials, followers_count:1991, statuses_count:31705, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33384112504971264 699 2.572188 2011-2012-baseline# TResult(id:33384112504971264, rsv:2.572187662124634, screen_name:DapperDanTweets, epoch:1296794367, text:I just saw a commercial for commercials. I hated it., followers_count:54, statuses_count:345, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33513388516577280 700 2.572188 2011-2012-baseline# TResult(id:33513388516577280, rsv:2.572187662124634, screen_name:1chuckJeff, epoch:1296825189, text:That kobe commercial is by far the worst commercial for a superstar....lmao, followers_count:717, statuses_count:5262, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33629971893194752 701 2.572188 2011-2012-baseline# TResult(id:33629971893194752, rsv:2.572187662124634, screen_name:NSCHeadlineNews, epoch:1296852984, text:Daytona 500 commercials give Super Bowl commercials run for their money http://fsp.gs/gO3JxV #NASCAR, followers_count:0, statuses_count:3669, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33639548537806848 702 2.572188 2011-2012-baseline# TResult(id:33639548537806848, rsv:2.572187662124634, screen_name:peeps72, epoch:1296855268, text:This commercial is fantastic -- Volkswagen Commercial: The Force http://t.co/x8gUqVc via @youtube, followers_count:99, statuses_count:60, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 32873653603401728 703 2.572188 2011-2012-baseline# TResult(id:32873653603401728, rsv:2.572187662124634, screen_name:_LongHairDGAF, epoch:1296672664, text:I wanna see the quick sam dougie commercial..damn chicago commercials.., followers_count:289, statuses_count:20174, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 32902260132413440 704 2.572188 2011-2012-baseline# TResult(id:32902260132413440, rsv:2.572187662124634, screen_name:QuoteTheMedia, epoch:1296679484, text:Volkswagen Commercial: The Force http://ow.ly/3P8qE Best commercial EVER! #DarthVader  #Passat, followers_count:410, statuses_count:489, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29892306853167104 705 2.570243 2011-2012-baseline# TResult(id:29892306853167104, rsv:2.5702426433563232, screen_name:oreante, epoch:1295961855, text:ビールのCMが3Dじゃない理由(Bud Light 3D Test Commercial HD): via: Ypsilon2:Bud Light 3D Test Commercial HD http://j.mp/e1U9VJ, followers_count:0, statuses_count:82452, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29761660361121792 706 2.570243 2011-2012-baseline# TResult(id:29761660361121792, rsv:2.5702426433563232, screen_name:OtherWorldEnter, epoch:1295930707, text:Download Lebron James Commercial & Cleveland's Response and Download MIchael Jordan-Nike Failure Commercial at savevid.com, followers_count:2453, statuses_count:2995, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33126890172579841 707 2.570243 2011-2012-baseline# TResult(id:33126890172579841, rsv:2.5702426433563232, screen_name:chhetriavinash, epoch:1296733040, text:Short Guide To Shopping For Commercial Car Insurance: Any business owner will need commercial Ontario car insura... http://bit.ly/hjIF6E, followers_count:30, statuses_count:19211, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33017557518651393 708 2.570243 2011-2012-baseline# TResult(id:33017557518651393, rsv:2.5702426433563232, screen_name:IamHooIam, epoch:1296706973, text:@nateryan Which commercial?  There are a few that are getting some play in commercials now., followers_count:1426, statuses_count:1530, lang:null, in_reply_to_status_id:33017133415796737, in_reply_to_user_id:18029746, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 32647224424927233 709 2.570243 2011-2012-baseline# TResult(id:32647224424927233, rsv:2.5702426433563232, screen_name:15ZackAttack, epoch:1296618679, text:@BieberEatsRice Its not a poem :p words from a commercial,search up sidney crosby tim hortons commercial., followers_count:853, statuses_count:21624, lang:null, in_reply_to_status_id:32646179875459072, in_reply_to_user_id:174508056, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 32690228799995904 710 2.570243 2011-2012-baseline# TResult(id:32690228799995904, rsv:2.5702426433563232, screen_name:_Str8Killaaa, epoch:1296628932, text:Lmao craziest fuckin commercial ever! RT @___SweetDreams: WTF I'm watching a commercial that's advertising electronical ciggerattes, followers_count:355, statuses_count:12426, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
